['TIL-103D', '17:40', '19:00', 'Monday']
['BE-213', '10:20', '11:40', 'Wednesday']
['BE-213', '10:20', '11:40', 'Thursday']
['HCK-132', '08:30', '09:50', 'Monday']
['HCK-132', '08:30', '09:50', 'Wednesday']
['HCK-132', '08:30', '09:50', 'Thursday']
['TIL-207', '12:10', '13:30', 'Monday']
['TIL-207', '12:10', '13:30', 'Wednesday']
['TIL-207', '12:10', '13:30', 'Thursday']
['TIL-207', '10:20', '11:40', 'Monday']
['TIL-207', '10:20', '11:40', 'Wednesday']
['TIL-207', '10:20', '11:40', 'Thursday']
['SC-104', '10:20', '11:40', 'Monday']
['SC-104', '10:20', '11:40', 'Wednesday']
['SC-104', '10:20', '11:40', 'Thursday']
['SC-101', '10:20', '11:40', 'Tuesday']
['SC-101', '10:20', '11:40', 'Wednesday']
['SC-101', '10:20', '11:40', 'Friday']
['SC-104', '12:10', '13:30', 'Tuesday']
['SC-104', '12:10', '13:30', 'Wednesday']
['SC-104', '12:10', '13:30', 'Friday']
['SC-207', '10:20', '11:40', 'Tuesday']
['SC-207', '10:20', '11:40', 'Wednesday']
['SC-207', '10:20', '11:40', 'Friday']
['HCK-132', '10:20', '11:40', 'Monday']
['HCK-132', '10:20', '11:40', 'Wednesday']
['HCK-132', '10:20', '11:40', 'Thursday']
['HCK-127', '14:00', '15:20', 'Monday']
['HCK-127', '14:00', '15:20', 'Wednesday']
['HCK-127', '14:00', '15:20', 'Friday']
['HH-B6', '12:10', '13:30', 'Tuesday']
['HH-B6', '12:10', '13:30', 'Wednesday']
['HH-B6', '12:10', '13:30', 'Friday']
['FH-B4', '12:10', '13:30', 'Monday']
['FH-B4', '12:10', '13:30', 'Thursday']
['TIL-230', '15:50', '17:10', 'Tuesday']
['TIL-230', '15:50', '17:10', 'Thursday']
['HCK-204', '14:00', '15:20', 'Monday']
['HCK-204', '14:00', '15:20', 'Wednesday']
['FH-B1', '15:50', '17:10', 'Tuesday']
['FH-B1', '15:50', '17:10', 'Thursday']
['HH-B6', '15:50', '17:10', 'Monday']
['HH-B6', '15:50', '17:10', 'Wednesday']
['SC-103', '12:10', '13:30', 'Monday']
['SC-103', '12:10', '13:30', 'Thursday']
['SC-206', '15:50', '17:10', 'Tuesday']
['SC-206', '15:50', '17:10', 'Thursday']
['TIL-230', '14:00', '15:20', 'Tuesday']
['TIL-230', '14:00', '15:20', 'Thursday']
['HCK-115', '14:00', '15:20', 'Tuesday']
['HCK-115', '14:00', '15:20', 'Thursday']
['FH-B3', '15:50', '17:10', 'Tuesday']
['FH-B3', '15:50', '17:10', 'Thursday']
['SEC-220', '08:30', '09:50', 'Monday']
['SEC-220', '08:30', '09:50', 'Thursday']
['SC-115', '12:10', '13:30', 'Monday']
['SC-115', '12:10', '13:30', 'Thursday']
['TIL-251', '14:00', '15:20', 'Monday']
['TIL-251', '14:00', '15:20', 'Wednesday']
['LSH-B111', '08:30', '09:50', 'Monday']
['LSH-B111', '08:30', '09:50', 'Thursday']
['HH-B5', '14:00', '15:20', 'Monday']
['HH-B5', '14:00', '15:20', 'Wednesday']
['LSH-B205', '15:50', '17:10', 'Tuesday']
['LSH-B205', '15:50', '17:10', 'Thursday']
['FH-A3', '12:10', '13:30', 'Monday']
['FH-A3', '12:10', '13:30', 'Thursday']
['HH-B2', '14:00', '15:20', 'Tuesday']
['HH-B2', '14:00', '15:20', 'Thursday']
['SC-106', '14:00', '15:20', 'Tuesday']
['SC-106', '14:00', '15:20', 'Thursday']
['CA-A1', '14:00', '15:20', 'Tuesday']
['CA-A1', '14:00', '15:20', 'Thursday']
['SEC-216', '17:40', '19:00', 'Monday']
['SEC-216', '17:40', '19:00', 'Wednesday']
['SEC-217', '15:50', '17:10', 'Monday']
['SEC-217', '15:50', '17:10', 'Wednesday']
['ARC-204', '08:30', '09:50', 'Monday']
['ARC-204', '08:30', '09:50', 'Thursday']
['SC-119', '08:30', '09:50', 'Monday']
['SC-119', '08:30', '09:50', 'Thursday']
['TIL-123', '19:30', '20:50', 'Monday']
['TIL-123', '19:30', '20:50', 'Wednesday']
['FH-B4', '12:10', '13:30', 'Tuesday']
['FH-B4', '12:10', '13:30', 'Friday']
['HH-B5', '15:50', '17:10', 'Tuesday']
['HH-B5', '15:50', '17:10', 'Thursday']
['SC-104', '15:50', '17:10', 'Tuesday']
['SC-104', '15:50', '17:10', 'Thursday']
['HH-A5', '14:00', '15:20', 'Tuesday']
['HH-A5', '14:00', '15:20', 'Thursday']
['HCK-122', '14:00', '15:20', 'Monday']
['HCK-122', '14:00', '15:20', 'Wednesday']
['TIL-224', '17:40', '19:00', 'Tuesday']
['TIL-224', '17:40', '19:00', 'Thursday']
['HCK-122', '12:10', '13:30', 'Monday']
['HCK-122', '12:10', '13:30', 'Thursday']
['FH-A2', '10:20', '11:40', 'Monday']
['FH-A2', '10:20', '11:40', 'Thursday']
['HH-B3', '14:00', '15:20', 'Monday']
['HH-B3', '14:00', '15:20', 'Wednesday']
['MU-113', '17:40', '19:00', 'Monday']
['MU-113', '17:40', '19:00', 'Wednesday']
['TIL-224', '10:20', '11:40', 'Monday']
['TIL-224', '10:20', '11:40', 'Thursday']
['LSH-B116', '14:00', '15:20', 'Tuesday']
['LSH-B116', '14:00', '15:20', 'Thursday']
['TIL-224', '15:50', '17:10', 'Tuesday']
['TIL-224', '15:50', '17:10', 'Thursday']
['HCK-123', '15:50', '17:10', 'Monday']
['HCK-123', '15:50', '17:10', 'Wednesday']
['HCK-126', '14:00', '15:20', 'Monday']
['HCK-126', '14:00', '15:20', 'Wednesday']
['HH-B4', '15:50', '17:10', 'Monday']
['HH-B4', '15:50', '17:10', 'Wednesday']
['HH-A4', '14:00', '15:20', 'Monday']
['HH-A4', '14:00', '15:20', 'Wednesday']
['TIL-105', '12:10', '13:30', 'Monday']
['TIL-105', '12:10', '13:30', 'Thursday']
['BE-111', '14:00', '15:20', 'Monday']
['BE-111', '14:00', '15:20', 'Wednesday']
['ARC-108', '12:10', '13:30', 'Tuesday']
['ARC-108', '12:10', '13:30', 'Friday']
['HCK-115', '10:20', '11:40', 'Monday']
['HCK-115', '10:20', '11:40', 'Thursday']
['LSH-A139', '10:20', '11:40', 'Monday']
['LSH-A139', '10:20', '11:40', 'Thursday']
['TIL-125', '14:00', '15:20', 'Tuesday']
['TIL-125', '14:00', '15:20', 'Thursday']
['ARC-206', '14:00', '15:20', 'Tuesday']
['ARC-206', '14:00', '15:20', 'Thursday']
['SC-104', '12:10', '13:30', 'Monday']
['SC-104', '12:10', '13:30', 'Thursday']
['SC-114', '12:10', '13:30', 'Monday']
['SC-114', '12:10', '13:30', 'Thursday']
['FH-B5', '14:00', '15:20', 'Monday']
['FH-B5', '14:00', '15:20', 'Wednesday']
['SC-104', '14:00', '15:20', 'Monday']
['SC-104', '14:00', '15:20', 'Wednesday']
['SEC-220', '08:30', '09:50', 'Tuesday']
['SEC-220', '08:30', '09:50', 'Friday']
['HCK-122', '15:50', '17:10', 'Monday']
['HCK-122', '15:50', '17:10', 'Wednesday']
['HCK-123', '14:00', '15:20', 'Monday']
['HCK-123', '14:00', '15:20', 'Wednesday']
['FH-B1', '14:00', '15:20', 'Tuesday']
['FH-B1', '14:00', '15:20', 'Thursday']
['LSH-B111', '12:10', '13:30', 'Monday']
['LSH-B111', '12:10', '13:30', 'Thursday']
['TIL-105', '10:20', '11:40', 'Monday']
['TIL-105', '10:20', '11:40', 'Thursday']
['HLL-009', '10:20', '11:40', 'Monday']
['HLL-009', '10:20', '11:40', 'Thursday']
['ARC-110', '12:10', '13:30', 'Monday']
['ARC-110', '12:10', '13:30', 'Thursday']
['HCK-123', '14:00', '15:20', 'Tuesday']
['HCK-123', '14:00', '15:20', 'Thursday']
['SC-207', '14:00', '15:20', 'Tuesday']
['SC-207', '14:00', '15:20', 'Thursday']
['FH-A4', '15:50', '17:10', 'Tuesday']
['FH-A4', '15:50', '17:10', 'Thursday']
['HCK-117', '15:50', '17:10', 'Tuesday']
['HCK-117', '15:50', '17:10', 'Thursday']
['BE-101', '14:00', '15:20', 'Tuesday']
['BE-101', '14:00', '15:20', 'Thursday']
['HH-A2', '14:00', '15:20', 'Tuesday']
['HH-A2', '14:00', '15:20', 'Thursday']
['SC-215', '15:50', '18:50', 'Wednesday']
['ARC-333', '15:50', '17:10', 'Monday']
['ARC-333', '15:50', '17:10', 'Wednesday']
['SEC-212', '14:00', '15:20', 'Monday']
['SEC-212', '14:00', '15:20', 'Wednesday']
['HCK-123', '12:10', '13:30', 'Monday']
['HCK-123', '12:10', '13:30', 'Thursday']
['TIL-103D', '12:10', '13:30', 'Tuesday']
['HCK-114', '17:40', '19:00', 'Monday']
['HCK-114', '17:40', '19:00', 'Wednesday']
['FH-A3', '15:50', '17:10', 'Monday']
['FH-A3', '15:50', '17:10', 'Wednesday']
['LSH-A139', '12:10', '13:30', 'Monday']
['LSH-A139', '12:10', '13:30', 'Thursday']
['TIL-230', '14:00', '15:20', 'Monday']
['TIL-230', '14:00', '15:20', 'Wednesday']
['TIL-207', '15:50', '17:10', 'Monday']
['TIL-207', '15:50', '17:10', 'Wednesday']
['SC-115', '10:20', '11:40', 'Monday']
['SC-115', '10:20', '11:40', 'Thursday']
['HH-B4', '12:10', '13:30', 'Monday']
['HH-B4', '12:10', '13:30', 'Thursday']
['LSH-A140', '14:00', '15:20', 'Tuesday']
['LSH-A140', '14:00', '15:20', 'Thursday']
['LSH-A140', '10:20', '11:40', 'Tuesday']
['LSH-A140', '10:20', '11:40', 'Friday']
['LSH-A140', '12:10', '13:30', 'Tuesday']
['LSH-A140', '12:10', '13:30', 'Friday']
['LSH-B109', '10:20', '11:40', 'Monday']
['LSH-B109', '10:20', '11:40', 'Thursday']
['TIL-127', '12:10', '13:30', 'Monday']
['TIL-127', '12:10', '13:30', 'Thursday']
['TIL-252', '12:10', '13:30', 'Monday']
['TIL-252', '12:10', '13:30', 'Thursday']
['LSH-B121', '14:00', '15:20', 'Monday']
['LSH-B121', '14:00', '15:20', 'Wednesday']
['MU-210', '12:10', '13:30', 'Tuesday']
['MU-210', '12:10', '13:30', 'Friday']
['MU-115', '14:00', '15:20', 'Tuesday']
['MU-115', '14:00', '15:20', 'Thursday']
['MU-210', '12:10', '13:30', 'Monday']
['MU-210', '12:10', '13:30', 'Thursday']
['MU-301', '12:10', '13:30', 'Monday']
['MU-301', '12:10', '13:30', 'Thursday']
['MU-208', '10:20', '11:40', 'Monday']
['MU-208', '10:20', '11:40', 'Thursday']
['FH-B6', '14:00', '15:20', 'Monday']
['FH-B6', '14:00', '15:20', 'Wednesday']
['SC-221', '14:00', '15:20', 'Tuesday']
['SC-221', '14:00', '15:20', 'Thursday']
['MU-211', '14:00', '15:20', 'Monday']
['MU-211', '14:00', '15:20', 'Wednesday']
['MU-211', '12:10', '13:30', 'Monday']
['MU-211', '12:10', '13:30', 'Thursday']
['MU-211', '14:00', '15:20', 'Tuesday']
['MU-211', '14:00', '15:20', 'Thursday']
['SC-220', '12:10', '13:30', 'Monday']
['SC-220', '12:10', '13:30', 'Thursday']
['MU-210', '17:40', '19:00', 'Tuesday']
['MU-210', '17:40', '19:00', 'Thursday']
['MU-115', '14:00', '15:20', 'Monday']
['MU-115', '14:00', '15:20', 'Wednesday']
['HH-B5', '10:20', '11:40', 'Tuesday']
['HH-B5', '10:20', '11:40', 'Friday']
['SC-202', '14:00', '15:20', 'Tuesday']
['SC-202', '14:00', '15:20', 'Thursday']
['SC-207', '19:30', '20:50', 'Tuesday']
['SC-207', '19:30', '20:50', 'Thursday']
['MU-211', '10:20', '11:40', 'Tuesday']
['MU-211', '10:20', '11:40', 'Friday']
['MU-115', '12:10', '13:30', 'Monday']
['MU-115', '12:10', '13:30', 'Thursday']
['MU-111', '14:00', '15:20', 'Monday']
['MU-111', '14:00', '15:20', 'Wednesday']
['SC-202', '15:50', '17:10', 'Tuesday']
['SC-202', '15:50', '17:10', 'Thursday']
['SC-114', '15:50', '17:10', 'Tuesday']
['SC-114', '15:50', '17:10', 'Thursday']
['SC-214', '14:00', '15:20', 'Tuesday']
['SC-214', '14:00', '15:20', 'Thursday']
['MH-115', '15:50', '18:50', 'Wednesday']
['ABE-3200', '12:10', '15:10', 'Monday']
['HC-E128', '14:00', '15:20', 'Tuesday']
['HC-E128', '14:00', '15:20', 'Thursday']
['HC-N106', '12:10', '13:30', 'Monday']
['HC-N106', '12:10', '13:30', 'Thursday']
['ABW-2100', '15:50', '17:10', 'Monday']
['ABW-2100', '15:50', '17:10', 'Wednesday']
['HC-E128', '15:50', '17:10', 'Tuesday']
['HC-E128', '15:50', '17:10', 'Thursday']
['ABE-3200', '15:50', '17:10', 'Tuesday']
['ABE-3200', '15:50', '17:10', 'Thursday']
['HC-S124', '10:20', '11:40', 'Monday']
['HC-S124', '10:20', '11:40', 'Thursday']
['MU-204', '10:20', '11:40', 'Monday']
['MU-204', '10:20', '11:40', 'Thursday']
['SC-120', '19:30', '20:50', 'Tuesday']
['SC-120', '19:30', '20:50', 'Thursday']
['SC-203', '15:50', '17:10', 'Monday']
['SC-203', '15:50', '17:10', 'Wednesday']
['MU-204', '15:50', '17:10', 'Tuesday']
['MU-204', '15:50', '17:10', 'Thursday']
['MU-113', '12:10', '13:30', 'Tuesday']
['MU-113', '12:10', '13:30', 'Friday']
['MU-204', '17:40', '19:00', 'Tuesday']
['MU-204', '17:40', '19:00', 'Thursday']
['SC-106', '08:30', '09:50', 'Monday']
['SC-106', '08:30', '09:50', 'Thursday']
['SC-203', '14:00', '15:20', 'Tuesday']
['SC-203', '14:00', '15:20', 'Thursday']
['SC-214', '15:50', '17:10', 'Tuesday']
['SC-214', '15:50', '17:10', 'Thursday']
['SC-206', '14:00', '15:20', 'Monday']
['SC-206', '14:00', '15:20', 'Wednesday']
['ABE-4400', '15:50', '17:10', 'Tuesday']
['ABE-4400', '15:50', '17:10', 'Thursday']
['MU-204', '14:00', '15:20', 'Tuesday']
['MU-204', '14:00', '15:20', 'Thursday']
['SC-206', '14:00', '15:20', 'Tuesday']
['SC-206', '14:00', '15:20', 'Thursday']
['SC-221', '17:40', '19:00', 'Tuesday']
['SC-221', '17:40', '19:00', 'Thursday']
['MU-305', '10:20', '13:20', 'Wednesday']
['SC-116', '14:00', '15:20', 'Tuesday']
['SC-116', '14:00', '15:20', 'Thursday']
['SC-220', '14:00', '15:20', 'Tuesday']
['SC-220', '14:00', '15:20', 'Thursday']
['ABW-3100', '14:00', '15:20', 'Tuesday']
['ABW-3100', '14:00', '15:20', 'Thursday']
['MU-001', '10:20', '11:40', 'Wednesday']
['MU-003', '12:10', '13:30', 'Tuesday']
['HSB-106', '12:10', '13:30', 'Monday']
['HSB-106', '12:10', '13:30', 'Thursday']
['LOR-115', '12:10', '13:30', 'Wednesday']
['LOR-115', '14:00', '15:20', 'Wednesday']
['LOR-115', '10:20', '11:40', 'Tuesday']
['FNH-205', '08:30', '09:50', 'Tuesday']
['FNH-205', '12:10', '13:30', 'Tuesday']
['HCK-216', '14:00', '15:20', 'Monday']
['HCK-216', '14:00', '15:20', 'Wednesday']
['LOR-115', '19:30', '20:50', 'Monday']
['LOR-115', '19:30', '20:50', 'Wednesday']
['LOR-115', '21:20', '22:40', 'Monday']
['LOR-115', '21:20', '22:40', 'Wednesday']
['LOR-GYM', '08:30', '09:50', 'Tuesday']
['LOR-GYM', '08:30', '09:50', 'Friday']
['LVG-GYM', '10:20', '11:40', 'Monday']
['LVG-GYM', '10:20', '11:40', 'Thursday']
['LOR-GYM', '14:00', '15:20', 'Monday']
['LOR-GYM', '14:00', '15:20', 'Wednesday']
['EAS-316', '10:20', '11:40', 'Wednesday']
['EAS-316', '10:20', '11:40', 'Thursday']
['ARH-100', '12:10', '13:30', 'Monday']
['ARH-100', '12:10', '13:30', 'Thursday']
['MU-208', '19:30', '20:50', 'Thursday']
['MU-208', '19:30', '20:50', 'Monday']
['FOR-138A', '19:30', '20:50', 'Wednesday']
['FOR-138A', '19:30', '20:50', 'Tuesday']
['BLC-153', '08:30', '11:30', 'Monday']
['BLC-153', '14:00', '17:00', 'Monday']
['BLC-153', '17:40', '20:40', 'Monday']
['BLC-153', '08:30', '11:30', 'Tuesday']
['BLC-153', '14:00', '17:00', 'Tuesday']
['BLC-153', '17:40', '20:40', 'Tuesday']
['BLC-153', '08:30', '11:30', 'Wednesday']
['BLC-153', '14:00', '17:00', 'Wednesday']
['BLC-153', '17:40', '20:40', 'Wednesday']
['BLC-153', '08:30', '11:30', 'Thursday']
['BLC-153', '14:00', '17:00', 'Thursday']
['BLC-153', '17:40', '20:40', 'Thursday']
['BLC-157', '08:30', '11:30', 'Wednesday']
['BLC-153', '14:00', '17:00', 'Friday']
['BLC-157', '08:30', '11:30', 'Monday']
['BLC-157', '14:00', '17:00', 'Monday']
['BLC-157', '17:40', '20:40', 'Monday']
['BLC-157', '08:30', '11:30', 'Tuesday']
['BLC-157', '14:00', '17:00', 'Tuesday']
['LOR-115', '08:30', '11:30', 'Monday']
['FNH-205', '10:20', '11:40', 'Monday']
['FNH-205', '10:20', '11:40', 'Thursday']
['LOR-022', '12:10', '13:30', 'Tuesday']
['LOR-022', '12:10', '13:30', 'Friday']
['LOR-022', '14:00', '15:20', 'Tuesday']
['LOR-022', '14:00', '15:20', 'Thursday']
['LOR-115', '15:50', '17:10', 'Tuesday']
['LOR-115', '15:50', '17:10', 'Thursday']
['HCK-210', '12:10', '13:30', 'Monday']
['LOR-GYM', '12:10', '13:30', 'Thursday']
['HCK-210', '08:30', '09:50', 'Monday']
['LOR-GYM', '08:30', '09:50', 'Thursday']
['HCK-210', '10:20', '11:40', 'Monday']
['LOR-GYM', '10:20', '11:40', 'Thursday']
['HCK-210', '19:30', '20:50', 'Monday']
['HCK-210', '19:30', '20:50', 'Wednesday']
['ARH-200', '10:20', '11:40', 'Tuesday']
['ARH-200', '10:20', '11:40', 'Friday']
['ARH-200', '15:50', '17:10', 'Monday']
['ARH-200', '15:50', '17:10', 'Wednesday']
['NH-B126', '08:30', '11:30', 'Monday']
['NH-B126', '17:40', '20:40', 'Monday']
['NH-B126', '14:00', '17:00', 'Tuesday']
['NH-B126', '17:40', '20:40', 'Tuesday']
['NH-B126', '08:30', '11:30', 'Thursday']
['NH-B126', '17:40', '20:40', 'Wednesday']
['NH-B126', '14:00', '17:00', 'Thursday']
['NH-B126', '17:40', '20:40', 'Thursday']
['NH-B126', '12:10', '15:10', 'Friday']
['NH-B126', '15:50', '18:50', 'Friday']
['NH-B126', '08:30', '11:30', 'Tuesday']
['NH-B126', '08:30', '11:30', 'Wednesday']
['HSB-206', '12:10', '13:30', 'Monday']
['HSB-206', '12:10', '13:30', 'Thursday']
['VH-105', '15:50', '17:10', 'Tuesday']
['VH-105', '15:50', '17:10', 'Thursday']
['HCK-119', '15:50', '17:10', 'Monday']
['SEC-218', '12:10', '15:10', 'Tuesday']
['CI-212', '15:50', '17:10', 'Tuesday']
['CI-212', '15:50', '17:10', 'Thursday']
['SC-207', '12:10', '13:30', 'Wednesday']
['ABE-3200', '15:50', '17:10', 'Monday']
['SC-115', '19:30', '21:30', 'Tuesday']
['HH-A3', '19:30', '21:30', 'Wednesday']
['SC-216', '19:30', '20:50', 'Tuesday']
['SC-216', '19:30', '20:50', 'Thursday']
['SC-206', '12:10', '13:30', 'Wednesday']
['SC-220', '12:10', '13:30', 'Tuesday']
['SC-102', '10:20', '11:40', 'Monday']
['SC-102', '10:20', '11:40', 'Thursday']
['SC-221', '15:50', '17:10', 'Monday']
['SC-221', '15:50', '17:10', 'Wednesday']
['ABW-4190', '12:10', '13:30', 'Monday']
['ABW-4190', '12:10', '13:30', 'Thursday']
['SC-101', '10:20', '11:40', 'Monday']
['SC-101', '10:20', '11:40', 'Thursday']
['VH-104', '19:30', '20:50', 'Tuesday']
['SC-101', '15:50', '17:10', 'Tuesday']
['SC-101', '15:50', '17:10', 'Thursday']
['EN-B120', '12:10', '13:30', 'Wednesday']
['EN-B120', '14:00', '15:20', 'Friday']
['NH-B125', '14:00', '17:00', 'Tuesday']
['NH-B125', '14:00', '17:00', 'Thursday']
['WAK-AUD', '10:20', '11:40', 'Tuesday']
['WAK-AUD', '10:35', '11:30', 'Friday']
['WAK-019', '12:10', '15:10', 'Tuesday']
['WAK-019', '12:10', '15:10', 'Friday']
['VH-105', '15:50', '17:10', 'Monday']
['TIL-125', '10:35', '11:30', 'Wednesday']
['ED-025B', '12:25', '13:20', 'Wednesday']
['ABW-1150', '10:35', '11:30', 'Thursday']
['ABW-1150', '10:35', '11:30', 'Friday']
['ABW-1150', '08:45', '09:40', 'Thursday']
['ABW-1150', '08:45', '09:40', 'Wednesday']
['ABW-1150', '08:45', '09:40', 'Friday']
['ED-025B', '14:15', '15:10', 'Wednesday']
['VH-105', '12:10', '13:30', 'Monday']
['SEC-206', '16:05', '17:00', 'Wednesday']
['RWH-208', '17:55', '18:50', 'Friday']
['RWH-208', '19:45', '20:40', 'Wednesday']
['CCB-1209', '17:55', '18:50', 'Thursday']
['BST-114A', '19:45', '20:40', 'Thursday']
['RWH-208', '14:15', '15:10', 'Thursday']
['RWH-208', '12:25', '13:20', 'Thursday']
['ABE-4400', '10:20', '11:40', 'Monday']
['RWH-208', '16:05', '17:00', 'Tuesday']
['RWH-208', '14:15', '15:10', 'Tuesday']
['RWH-208', '12:25', '13:20', 'Tuesday']
['ABE-4400', '10:20', '11:40', 'Thursday']
['RWH-208', '16:05', '17:00', 'Friday']
['RWH-208', '14:15', '15:10', 'Friday']
['RWH-208', '12:25', '13:20', 'Friday']
['ABW-1150', '10:35', '11:30', 'Tuesday']
['RWH-208', '17:55', '18:50', 'Wednesday']
['HLL-116', '10:20', '11:40', 'Monday']
['HLL-116', '10:20', '11:40', 'Thursday']
['ARC-206', '12:25', '13:20', 'Tuesday']
['SEC-220', '10:35', '11:30', 'Tuesday']
['ARC-110', '14:15', '15:10', 'Tuesday']
['HLL-116', '08:30', '09:50', 'Monday']
['HLL-116', '08:30', '09:50', 'Thursday']
['NH-B136', '10:20', '13:20', 'Tuesday']
['NH-B136', '15:50', '18:50', 'Tuesday']
['NH-B136', '10:20', '13:20', 'Wednesday']
['NH-B136', '15:50', '18:50', 'Wednesday']
['NH-B136', '10:20', '13:20', 'Thursday']
['NH-B136', '15:50', '18:50', 'Thursday']
['ABE-4400', '10:20', '11:40', 'Friday']
['WAK-311', '17:40', '19:00', 'Monday']
['SEC-220', '10:20', '11:40', 'Monday']
['SEC-220', '10:20', '11:40', 'Thursday']
['LSH-B269', '14:00', '15:20', 'Monday']
['LSH-B269', '14:00', '15:20', 'Wednesday']
['SEC-206', '15:50', '17:10', 'Tuesday']
['SEC-206', '15:50', '17:10', 'Thursday']
['ABE-4225', '12:10', '13:30', 'Monday']
['ABE-4225', '12:10', '13:30', 'Thursday']
['BE-100', '08:30', '09:50', 'Monday']
['BE-100', '08:30', '09:50', 'Thursday']
['ABW-2125', '15:50', '17:10', 'Tuesday']
['ABW-2125', '15:50', '17:10', 'Thursday']
['TIL-246', '08:30', '09:50', 'Monday']
['TIL-246', '08:30', '09:50', 'Thursday']
['LSH-B105', '15:50', '17:10', 'Monday']
['LSH-B105', '15:50', '17:10', 'Wednesday']
['BE-251', '15:50', '17:10', 'Tuesday']
['BE-251', '15:50', '17:10', 'Thursday']
['LSH-A142', '10:20', '11:40', 'Monday']
['LSH-A142', '10:20', '11:40', 'Thursday']
['SC-202', '15:50', '17:10', 'Monday']
['SC-202', '15:50', '17:10', 'Wednesday']
['TIL-103A', '14:00', '15:20', 'Monday']
['TIL-103A', '14:00', '15:20', 'Wednesday']
['LSH-B266', '14:00', '15:20', 'Monday']
['LSH-B266', '14:00', '15:20', 'Wednesday']
['LSH-B266', '10:20', '13:20', 'Wednesday']
['TIL-103B', '14:00', '15:20', 'Tuesday']
['TIL-103B', '14:00', '15:20', 'Thursday']
['LSH-B266', '12:10', '13:30', 'Tuesday']
['LSH-B266', '12:10', '13:30', 'Friday']
['SC-114', '14:00', '15:20', 'Tuesday']
['SC-114', '14:00', '15:20', 'Thursday']
['LSH-B112', '14:00', '15:20', 'Monday']
['LSH-B112', '14:00', '15:20', 'Wednesday']
['TIL-258', '12:10', '13:30', 'Monday']
['TIL-258', '12:10', '13:30', 'Thursday']
['LSH-B266', '10:20', '11:40', 'Monday']
['LSH-B266', '10:20', '11:40', 'Thursday']
['TIL-127', '14:00', '15:20', 'Monday']
['TIL-127', '14:00', '15:20', 'Wednesday']
['TIL-257', '12:10', '13:30', 'Tuesday']
['TIL-257', '12:10', '13:30', 'Friday']
['ABE-4400', '14:00', '15:20', 'Monday']
['ABE-4400', '14:00', '15:20', 'Wednesday']
['WL-260', '14:00', '17:00', 'Tuesday']
['WL-260', '14:00', '17:00', 'Thursday']
['CDL-102', '14:00', '15:20', 'Tuesday']
['CDL-102', '14:00', '15:20', 'Thursday']
['ABE-4450', '10:20', '11:40', 'Monday']
['ABE-4450', '10:20', '11:40', 'Thursday']
['HCK-112', '14:00', '15:20', 'Tuesday']
['HCK-112', '14:00', '15:20', 'Thursday']
['ABE-4400', '08:30', '09:50', 'Monday']
['ABE-4400', '08:30', '09:50', 'Thursday']
['BE-250', '10:20', '11:40', 'Tuesday']
['BE-250', '10:20', '11:40', 'Friday']
['WL-260', '12:10', '13:30', 'Monday']
['WL-260', '12:10', '13:30', 'Thursday']
['WL-231', '14:00', '15:20', 'Tuesday']
['WL-231', '14:00', '15:20', 'Thursday']
['WL-339', '08:30', '11:30', 'Wednesday']
['WL-231', '08:30', '11:40', 'Monday']
['WL-231', '08:30', '11:40', 'Thursday']
['WL-231', '12:10', '13:30', 'Monday']
['WL-231', '12:10', '13:30', 'Thursday']
['WL-231', '14:00', '17:10', 'Monday']
['WL-231', '14:00', '17:10', 'Wednesday']
['ENR-223', '15:50', '17:10', 'Monday']
['ENR-223', '15:50', '17:10', 'Wednesday']
['WL-196', '14:00', '17:00', 'Wednesday']
['WL-231', '10:20', '13:20', 'Friday']
['WL-260', '10:20', '13:20', 'Friday']
['HH-B4', '14:00', '15:20', 'Tuesday']
['HH-B4', '14:00', '15:20', 'Thursday']
['HH-B4', '14:00', '15:20', 'Monday']
['HH-B4', '14:00', '15:20', 'Wednesday']
['HH-B3', '12:10', '13:30', 'Tuesday']
['HC-S126', '15:50', '17:10', 'Monday']
['HC-N106', '15:50', '17:10', 'Tuesday']
['CI-203', '14:00', '15:20', 'Tuesday']
['CI-203', '14:00', '15:20', 'Thursday']
['HC-S126', '12:10', '13:30', 'Monday']
['HC-S126', '12:10', '13:30', 'Thursday']
